PLAN_REVENUE_AMT,DISCONNECT_REASON_NAME,Disconnect Reason,GROSS_ADDS_COUNT,CPE_COUNT,WINBACK_ADD_COUNT,SERVICE_TYPE,TTL_FEAT_COUNT,FBNP_FLAG,ACTIVE_PHONE_FLAG,RETURNS_COUNT,TRANSFER_COUNT,DATA_USED_1MONTH,DATA_USED_2MONTH,DATA_USED_3MONTH,DATA_USED_4MONTH,DATA_USED_5MONTH,DATA_USED_6MONTH,DATA_USED_7MONTH,DATA_USED_8MONTH,DATA_USED_9MONTH,DATA_USED_10MONTH,DATA_USED_11MONTH,DATA_USED_12MONTH,DATA_1MONTH_TO_DEACT,DATA_2MONTH_TO_DEACT,DATA_3MONTH_TO_DEACT,NUM_IVR_CALLS,AVG_IVR_DURATION,CALL_1MONTH_TO_DEACT,CALL_2MONTHS_TO_DEACT,CALL_3MONTHS_TO_DEACT,CALLS_1MONTH,CALLS_2MONTH,CALLS_3MONTH,CALLS_4MONTH,CALLS_5MONTH,CALLS_6MONTH,CALLS_7MONTH,CALLS_8MONTH,CALLS_9MONTH,CALLS_10MONTH,CALLS_11MONTH,CALLS_12MONTH,NUM_DROPPED_CALLS,AVG_CALL_DURATION,DROP_CALLS_1MONTH_TO_DEACT,DROP_CALLS_2MONTHS_TO_DEACT,DROP_CALLS_3MONTHS_TO_DEACT,DROP_CALLS_1MONTH,DROP_CALLS_2MONTH,DROP_CALLS_3MONTH,DROP_CALLS_4MONTH,DROP_CALLS_5MONTH,DROP_CALLS_6MONTH,DROP_CALLS_7MONTH,DROP_CALLS_8MONTH,DROP_CALLS_9MONTH,DROP_CALLS_10MONTH,DROP_CALLS_11MONTH,DROP_CALLS_12MONTH,MESSAGES_SENT_1MONTH,MESSAGES_SENT_2MONTH,MESSAGES_SENT_3MONTH,MESSAGES_SENT_4MONTH,MESSAGES_SENT_5MONTH,MESSAGES_SENT_6MONTH,MESSAGES_SENT_7MONTH,MESSAGES_SENT_8MONTH,MESSAGES_SENT_9MONTH,MESSAGES_SENT_10MONTH,MESSAGES_SENT_11MONTH,MESSAGES_SENT_12MONTH,SMS_1MONTH_TO_DEACT,SMS_2MONTH_TO_DEACT,SMS_3MONTH_TO_DEACT,TOTAL_CALLS_MADE_1MONTH,TOTAL_CALLS_MADE_2MONTH,TOTAL_CALLS_MADE_3MONTH,TOTAL_CALLS_MADE_4MONTH,TOTAL_CALLS_MADE_5MONTH,TOTAL_CALLS_MADE_6MONTH,TOTAL_CALLS_MADE_7MONTH,TOTAL_CALLS_MADE_8MONTH,TOTAL_CALLS_MADE_9MONTH,TOTAL_CALLS_MADE_10MONTH,TOTAL_CALLS_MADE_11MONTH,TOTAL_CALLS_MADE_12MONTH,TOTAL_MINUTES_1MONTH,TOTAL_MINUTES_2MONTH,TOTAL_MINUTES_3MONTH,TOTAL_MINUTES_4MONTH,TOTAL_MINUTES_5MONTH,TOTAL_MINUTES_6MONTH,TOTAL_MINUTES_7MONTH,TOTAL_MINUTES_8MONTH,TOTAL_MINUTES_9MONTH,TOTAL_MINUTES_10MONTH,TOTAL_MINUTES_11MONTH,TOTAL_MINUTES_12MONTH,CALLS_1MONTH_TO_DEACT,CALLS_2MONTH_TO_DEACT,CALLS_3MONTH_TO_DEACT,SUB_DISC_REASON,SUB_ACTIVE_PHONE_COUNT,q,ETHNICITY,ABP,EBILL,SUB_LPAY_AMT,SUB_COMP_NAME,BUNDLE_STATUS,DISTINCT_FEATURE_COUNT,HOTLINE_FLAG,NUM_PAYMENTS,CHECK_PAYMENTS,CASH_PAYMENTS,CC_PAYMENTS,COUPON_ADJUSTMENTS,churned,tenure,RATE_PLAN_NAME,prev_rate_plan,prev_rev_amt,hh_income,bundle,never_before_cricket,fbnp,autobillpay,ebilling,hotline,total_data,total_messages,total_minutes,total_drop_calls,management_occ,technical_occ,professinal_occ,sales_occ,officeadmin_occ,bluecollar_occ,farmer_occ,other_occ,retired_occ,Num_Adults_in_LU,Religious_Magazine,Occupation
35,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,479697,1365428,2438179,107737,0,0,0,0,0,0,0,0,0,2162695,1705464,3,12.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,342,386,166,0,0,0,0,0,0,0,0,1,544,211,419,268,136,69,0,0,0,0,0,0,0,0,815.952,468.618,501.134,199.366,0,0,0,0,0,0,0,0,17,172,230,NP,1,DISC,White,N,N,37.67,0,0,11,N,4,0,3,0,0,1,125,Cricket All_In35 (35N),Cricket All_In35 (35N),35,35000,0,0,0,0,0,0,4391041,1584,1985.07,0,0,0,0,0,0,1,0,0,0,2,0,6
65,NETWRK SVC COMPLAINT,19,1,1,1,Broadband Service,10,N,I,1,1,1570081291,8999108740,4025046325,7544394955,8624729062,5262332518,9485852522,15452341395,8300443197,2522665162,7801170731,879166890,8259511779,2179709518,8942894348,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,1,1,1,13,7,15,1,16,3,6,21,0,0,0,0,0,0,0,0,0,0,0,15.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NT,1,DISC,White,N,N,65,0,0,11,N,11,0,11,0,0,1,335,All_In Broadband65 (BBPIA65A),All_In Broadband45 (BBPIA45A),45,25000,0,0,0,0,0,0,80467332788,65,15.317,0,1,0,0,0,0,0,0,0,0,1,0,1
45,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,32704086,33439879,32258854,17395558,27895591,27520714,20114963,26696984,14925001,0,0,0,11782836,26413441,20226451,12,169.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,67.89473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,151,215,246,235,389,276,276,264,80,0,0,513,280,286,1250,1217,990,638,687,848,989,989,737,0,0,3,1770.114,1650.069,1308.895,654.049,1248.133,2092.782,2202.169,2202.169,1537.117,0,0,0.217,442,837,933,NP,3,DISC,African_American,N,N,86.65,0,N,11,N,11,0,36,0,0,1,276,True Rate $45,ADRSmartphone All_In (ADR1),55,14000,0,0,0,0,0,0,232951630,2340,14665.714,0,1,0,0,0,0,0,0,0,0,3,0,1
45,TRANSFER,28,1,1,1,Voice Service,10,N,I,1,1,518200000,122870000,15308661,201962,0,0,0,0,0,0,0,0,0,39919,0,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,182,52,1,0,0,0,0,0,0,0,0,0,0,0,281,171,81,3,0,0,0,0,0,0,0,0,561.034,327.916,132.766,2.217,0,0,0,0,0,0,0,0,0,0,0,0,1,ACTIVE,White,N,N,38.52,0,N,11,N,14,0,42,0,0,1,8,True Rate $45,ADRSmartphone All_In (ADR1),55,17500,0,1,0,0,0,0,656580623,506,1023.933,0,1,0,0,0,0,0,0,0,0,2,0,1
65,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,114325694,14814538,0,0,0,0,0,0,0,0,0,0,6158569,104984445,17997218,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,100,34,0,0,0,0,0,0,0,0,0,0,203.883,246.517,0,0,0,0,0,0,0,0,0,0,0,134,0,NP,1,DISC,African_American,N,N,72.43,0,0,11,N,2,0,1,0,0,1,64,Cricket Muve_ADR (MVADR1),ADRSmartphone All_In (ADR1),55,25000,0,0,0,0,0,0,129140232,10,450.4,0,0,0,1,0,0,0,0,0,0,4,0,3
65,0,1,1,1,1,Voice Service,10,N,A,1,1,2468466672,1353585579,1703710084,2461472068,3170041810,2284399149,1781822189,1511526545,1490934605,1740512912,2096682434,3979023679,0,0,0,9,77.44444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,253,349,267,330,310,374,374,201,290,289,438,0,0,0,374,200,201,177,184,228,273,273,245,233,137,386,1499.519,757.1,577.531,526.234,815.035,684.969,1275.718,1275.718,825.803,896.333,689.647,2160.368,0,0,0,0,1,ACTIVE,Hispanic,N,N,52.5,0,0,11,N,14,0,16,0,0,0,395,Cricket Muve_ADR (MVADR1),Cricket Muve_ADR (MVADR1),65,45000,0,0,0,0,0,0,26042177726,4080,11983.975,0,0,0,0,1,0,0,0,0,0,5,0,4
65,NON-PAYMENT,20,1,1,1,Broadband Service,10,N,I,1,1,3937263660,1504481071,108691371,0,0,0,0,0,0,0,0,0,0,1404166120,3936925378,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,0,1,22,1,1,0,0,0,0,0,0,0,0,0,0,0.95,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NP,1,DISC,African_American,N,N,70.15,0,0,11,N,3,0,0,2,0,1,93,All_In Broadband65 (BBPIA65A),ADRSmartphone All_In (ADR1),55,14000,0,0,0,0,0,0,5550436102,23,1.95,0,0,0,0,1,0,0,0,0,0,3,0,4
35,MOVING OUT OF AREA,18,1,1,1,Voice Service,10,N,I,1,1,2878,0,0,0,0,0,0,0,0,0,0,0,0,2878,0,3,52.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,9,2,0,411,222,0,0,0,0,0,0,0,0,0,0,728.366,241.499,0,0,0,0,0,0,0,0,0,0,463,170,0,NP,1,DISC,African_American,N,N,27.08,0,N,12,N,40,3,75,9,0,1,46,Cricket All_In35 (35N),ADRSmartphone All_In (ADR1),55,14000,0,1,0,0,0,0,2878,11,969.865,0,0,0,0,0,0,0,0,1,0,2,0,8
55,OTHER COMPETITOR,21,1,1,1,Voice Service,10,N,I,1,1,2191663437,2924646824,1426741362,286155236,0,0,0,0,0,0,0,0,1491678264,2752726158,1786170913,16,290.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1805,628,1579,67,0,0,0,0,0,0,0,0,1485,453,1665,414,490,773,85,0,0,0,0,0,0,0,0,3149.318,2457.183,8835.1,636.368,0,0,0,0,0,0,0,0,683,532,438,OC,1,DISC,African_American,N,N,60.56,0,0,11,N,3,0,1,2,0,1,97,ADRSmartphone All_In (ADR1),Cricket All_In35 (35N),35,14000,0,0,0,0,0,0,6829206859,4079,15077.969,0,0,0,0,0,0,0,0,1,0,2,0,8
50,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,41974058,340160597,119488172,142843787,74505325,30651594,666629,0,0,0,0,0,13083841,89434148,142110149,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,734,3215,2891,3624,680,126,126,0,0,0,0,726,3523,2843,664,433,565,412,369,54,0,0,0,0,0,0,999.254,668.586,1160.268,665.716,609.236,93.982,0,0,0,0,0,0,33,378,383,NP,1,DISC,Hispanic,N,N,50,0,0,11,N,11,0,7,3,0,1,184,Smart (BBY5),True Rate $45,45,14000,0,0,0,0,0,0,750290162,12796,4197.042,0,1,0,0,0,0,0,0,0,0,6,0,1
50,0,1,1,1,1,Voice Service,10,N,A,1,1,1010105262,1090221308,1728139824,1190336717,2408659278,1536311365,1530332899,844574010,488799216,802821982,1134053050,3947717390,0,0,0,22,67.86363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,442,721,971,1803,1062,1309,1309,718,2242,2036,3407,0,0,0,614,436,653,663,909,968,1154,1154,884,569,224,1490,511.67,390.152,588.622,526.102,998.149,915.551,1057.185,1057.185,666.819,684.019,454.718,4905.19,0,0,0,0,3,ACTIVE,African_American,N,N,18.04,0,N,11,N,26,0,184,20,0,0,395,Muve Smart (MVADR5),ADRSmartphone All_In (ADR1),55,14000,0,0,0,0,0,0,17712072301,16724,12755.362,0,0,0,0,1,0,0,0,0,0,2,0,4
55,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,2136639617,266083463,0,0,0,0,0,0,0,0,0,0,42433860,2100866219,259423001,5,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,389,0,0,0,0,0,0,0,0,0,0,375,134,19,313,52,0,0,0,0,0,0,0,0,0,0,381.935,48.834,0,0,0,0,0,0,0,0,0,0,13,334,18,NP,1,DISC,African_American,N,N,66.44,0,0,11,N,2,0,1,0,0,1,64,ADRSmartphone All_In (ADR1),ADRSmartphone All_In (ADR1),55,25000,0,0,0,0,0,0,2402723080,528,430.769,0,1,0,0,0,0,0,0,0,0,3,0,1
45,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,31328834,195193,0,0,0,0,0,0,0,0,0,0,967282,30556745,0,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,0,0,0,0,0,0,0,0,0,0,0,0,446,0,377,0,0,0,0,0,0,0,0,0,0,0,590.668,0,0,0,0,0,0,0,0,0,0,0,0,377,0,NP,2,DISC,White,N,N,100,0,N,11,N,3,0,4,0,0,1,60,ADRSmartphone All_In (ADR1),ADRSmartphone All_In (ADR1),55,35000,0,0,0,0,0,0,31524027,446,590.668,0,1,0,0,0,0,0,0,0,0,3,0,1
55,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,1066798039,24084633,956324,0,0,0,0,0,0,0,0,0,13303583,944707188,133828225,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,77,24,0,0,0,0,0,0,0,0,0,99,161,12,78,2,0,0,0,0,0,0,0,0,0,0,76.983,2.5,0,0,0,0,0,0,0,0,0,0,2,63,15,NP,1,DISC,White,N,N,61.24,0,0,11,N,1,0,0,0,0,1,64,ADRSmartphone All_In (ADR1),ADRSmartphone All_In (ADR1),55,62000,0,0,0,0,0,0,1091838996,272,79.483,0,0,0,0,1,0,0,0,0,0,3,0,4
35,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,47968,147322,3482,2322,21677,0,0,0,0,0,0,0,0,21677,2322,0,67.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,182,52,1,0,0,0,0,0,0,0,0,0,0,0,366,282,208,307,92,0,0,0,0,12,0,0,696.02,561.034,565.416,1014.734,372.866,0,0,0,0,23.75,0,0,0,92,307,NP,2,DISC,Hispanic,N,N,63.75,0,N,11,N,11,0,7,4,0,1,181,Cricket All_In35 (35N),ADRSmartphone All_In (ADR1),55,25000,0,0,0,0,0,0,222771,506,3233.82,0,0,0,0,0,0,0,0,0,1,5,0,9
55,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,10115503,1974992,1913198,0,0,0,0,0,0,0,0,0,1778177,2101993,8039289,4,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1,0,0,0,0,0,0,0,0,0,1,1,14,226,197,35,0,0,0,0,0,0,0,0,0,464.588,503.933,41.866,0,0,0,0,0,0,0,0,0,9,200,244,NP,1,DISC,Hispanic,N,N,164.99,0,0,11,N,4,0,9,0,0,1,94,ADRSmartphone All_In (ADR1),ADRSmartphone All_In (ADR1),55,25000,0,0,0,0,0,0,14003693,16,1010.387,0,1,0,0,0,0,0,0,0,0,4,0,1
35,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,518200000,122870000,15308661,201962,0,0,0,0,0,0,0,0,0,39919,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2465.5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,611,210,458,807,1128,435,0,0,0,0,0,0,179,767,1166,495,540,552,583,459,287,1,1,0,3,0,0,1389.185,1059.233,1112.55,934.486,1105.6,763.901,0.233,0.233,0,2.817,0,0,106,446,556,NP,1,DISC,Hispanic,N,N,18.97,0,N,8,N,43,9,20,1,0,1,193,Cricket All_In35 (35N),Muve Smart (MVADR5),50,25000,0,1,0,0,0,0,656580623,3649,6368.238,3,0,0,1,0,0,0,0,0,0,1,0,3
35,PORT OUT (# ported to other carrier),23,1,1,1,Voice Service,10,N,I,1,1,3000481,3198908,3622846,2905008,3441748,3260824,3654637,208059,254735,87647,352597,466078,337524,415776,65375,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,2,4,4,1,0,5,0,0,4,1,633,578,687,847,727,678,805,805,690,627,648,886,3260.567,2760.931,3576.852,3450.235,3444.286,3346.019,3587.97,3587.97,3261.187,1966.301,2472.468,2986.387,716,666,620,PO,1,DISC,African_American,N,N,36,0,0,11,N,13,0,12,0,0,1,369,Cricket All_In35 (35N),Cricket Muve_ADR (MVADR1),65,14000,0,0,0,0,0,0,24453568,26,37701.173,0,0,0,0,0,0,0,0,1,0,2,0,8
60,0,1,1,1,1,Voice Service,10,N,A,1,1,388020160,665474133,743231065,535422599,649254990,567640292,655302390,1018981137,994907764,986407952,837093554,1302011619,0,0,0,7,206.2857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,459,920,1193,1091,444,691,691,1325,1933,1504,1274,0,0,0,885,830,1055,1117,1050,947,1170,1170,1228,1176,1319,3484,1005.683,913.234,1252.968,1559.451,1051.32,688.683,1021.483,1021.483,967.849,1041.354,1022.615,3298.059,0,0,0,0,1,ACTIVE,White,N,N,64.42,0,N,11,N,21,0,52,0,0,0,395,$60 Smart Plan (CWMS02),Muve Smart (MVADR3),60,17500,0,0,0,0,0,0,9343747655,11797,14844.182,0,1,0,0,0,0,0,0,0,0,3,0,1
50,0,1,1,1,1,Voice Service,10,N,A,1,1,93475724,52589533,55718339,56697818,52602768,56577025,152164914,76181199,98010320,200754652,84257222,120989670,0,0,0,28,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,1,4,4,16,14,13,15,0,0,0,1101,314,833,1039,752,399,750,750,447,373,720,1271,1245.401,353.084,1013.218,1002.783,879.454,618.051,1082.232,1082.232,663.054,637.882,814.231,1315.282,0,0,0,0,1,ACTIVE,African_American,Y,N,38.41,0,0,11,N,13,0,3,10,0,0,395,Muve Smart (MVADR5),$55 Music Plan,55,14000,0,0,0,1,0,0,1100019184,74,10706.904,0,1,0,0,0,0,0,0,0,0,2,0,1
55,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,456324499,111671542,0,0,0,0,0,0,0,0,0,0,63680624,370582550,133732867,2,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951,350,0,0,0,0,0,0,0,0,0,0,212,846,243,119,113,0,0,0,0,0,0,0,0,0,0,314.085,297.4,0,0,0,0,0,0,0,0,0,0,104,115,13,NP,3,DISC,White,N,N,122.34,0,N,11,N,3,0,0,9,0,1,64,ADRSmartphone All_In (ADR1),Cricket Muve_ADR (MVADR1),65,35000,0,0,0,0,0,0,567996041,1301,611.485,0,0,0,1,0,0,0,0,0,0,3,0,3
50,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,413154570,702707842,213006354,1098216395,563593385,164598761,2740506,0,0,0,0,0,110165055,619355848,1073407162,4,77.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,634,1271,730,1098,1488,41,41,0,0,0,0,1385,1196,692,189,217,197,166,117,66,1,1,0,0,0,0,426.946,668.366,344.167,271.267,314.982,142.866,0.433,0.433,0,0,0,0,46,124,170,NP,2,DISC,White,N,N,197.63,0,N,11,N,5,0,15,0,0,1,184,Muve Smart (MVADR5),Cricket All_In35 (35N),35,35000,0,0,0,0,0,0,3158017813,6173,2169.46,0,0,0,0,0,0,0,0,1,0,1,0,8
35,FINANCIAL HARDSHIP,11,1,1,1,Voice Service,10,N,I,1,1,6299835,1024357,11056,0,0,0,0,0,0,0,0,0,757478,6280572,297198,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,240,180,0,0,0,0,0,0,0,0,0,334,254,1,507,665,71,0,0,0,0,0,0,0,0,0,660.866,629.98,89.684,0,0,0,0,0,0,0,0,0,627,609,7,NP,1,DISC,Hispanic,N,N,125.62,0,N,17,N,24,0,28,0,0,1,64,Cricket All_In35 (35N),Cricket All_In35 (35N),35,14000,0,0,0,0,0,0,7335248,589,1380.53,0,0,0,0,0,0,0,0,1,0,2,0,8
35,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,51967223,78264118,38307137,34127443,0,0,0,0,0,0,0,0,4366986,33329163,44962727,39,30.25641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,13,175,0,0,0,0,0,0,0,180,34,0,681,545,977,691,6,0,0,0,0,0,0,0,1402.867,1287.818,1519.846,1805.364,2.85,0,0,0,0,0,0,0,101,689,958,NP,2,DISC,Hispanic,N,N,95.03,0,N,16,N,13,0,12,4,0,1,146,Cricket True_Rate35 (3V5),Cricket Mexico_Plan (55J),55,17500,0,0,0,0,0,0,202665921,215,6018.745,0,1,0,0,0,0,0,0,0,0,5,0,1
50,PORT OUT (# ported to other carrier),23,1,1,1,Voice Service,10,N,I,1,1,147542318,212731932,480762632,184419155,186069331,204049637,231206125,274863434,404107296,241144029,303638528,365881901,327384700,320245871,213252863,47,128.6808511,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,129,208,143,174,144,401,401,300,378,394,288,268,395,363,1260,589,1201,1269,1062,648,1325,1325,952,1180,802,1356,1567.619,807.466,1861.499,1963.397,1413.948,1010.15,1976.482,1976.482,1310.017,1577.898,1171.351,2255.912,1271,781,1154,PO,1,DISC,Hispanic,N,N,-15.4,0,0,11,N,15,6,4,18,0,1,364,Muve Smart (MVADR5),Cricket Muve_ADR (MVADR1),65,14000,0,0,0,0,0,0,3236416318,3248,18892.221,0,0,0,1,0,0,0,0,0,0,3,0,3
55,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,259534229,7727800,0,0,0,0,0,0,0,0,0,0,6451335,197968628,62842066,7,34.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,15,0,0,0,0,0,0,0,0,0,0,14,36,48,179,1,0,0,0,0,0,0,0,0,0,0,172.035,0.217,0,0,0,0,0,0,0,0,0,0,0,162,18,NP,1,DISC,Hispanic,N,N,55,0,0,11,N,2,0,0,2,0,1,64,$55 Music Plan,True Rate $45,45,25000,0,0,0,0,0,0,267262029,98,172.252,0,0,1,0,0,0,0,0,0,0,6,0,2
30,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,518200000,122870000,15308661,201962,0,0,0,0,0,0,0,0,0,39919,0,30,40.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,80,0,0,0,0,0,0,0,0,0,0,71,569,43,579,68,0,0,0,0,0,0,0,0,0,0,867.383,71.333,0,0,0,0,0,0,0,0,0,0,19,571,57,NP,1,DISC,White,N,N,32.22,0,0,11,N,1,0,0,0,0,1,64,Cricket True_Rate30 (3V0),Muve Smart (MVADR4),70,45000,0,1,0,0,0,0,656580623,683,938.716,0,1,0,0,0,0,0,0,0,0,3,0,1
55,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,1218719571,1248338348,1049690933,652274281,0,0,0,0,0,0,0,0,0,627648470,765525215,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,352,535,231,0,0,0,0,0,0,0,0,0,222,463,362,170,303,160,0,0,0,0,0,0,0,0,392.749,237.066,375.97,188.534,0,0,0,0,0,0,0,0,0,134,293,NP,1,DISC,Hispanic,N,N,42.37,0,0,11,N,5,0,4,0,0,1,156,ADRSmartphone All_In (ADR1),True Rate $45,45,35000,0,0,0,0,0,0,4169023133,1728,1194.319,0,0,0,1,0,0,0,0,0,0,4,0,3
45,0,1,1,1,1,Voice Service,10,N,A,1,1,118348547,73598042,86817152,66179116,51569707,146249845,170750360,185724042,634971706,393813156,588196676,1606027362,0,0,0,11,138.4545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,144,534,374,580,505,496,496,425,387,667,645,0,0,0,691,431,270,411,178,266,347,347,228,135,257,464,1244.351,898.399,447.201,774.635,528.784,542.331,827.566,827.566,498.332,230.398,653.768,1157.217,0,0,0,0,1,ACTIVE,White,N,N,48.53,0,0,11,N,25,0,25,0,0,0,395,True Rate $45,All_In Broadband45 (BBPIA45A),45,25000,0,0,0,0,0,0,4122245711,5488,8630.548,0,0,0,0,1,0,0,0,0,0,5,0,4
45,NON-PAYMENT,20,1,1,1,Voice Service,10,N,I,1,1,99097993,23524808,0,0,0,0,0,0,0,0,0,0,16234903,93594189,12793709,30,34.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675,4526,464,0,0,0,0,0,0,0,0,0,4339,5753,573,552,92,1,0,0,0,0,0,0,0,0,0,753.652,118.099,0.15,0,0,0,0,0,0,0,0,0,38,562,45,NP,1,DISC,Hispanic,N,N,45,0,0,11,N,2,0,1,0,0,1,64,True Rate $45,True Rate $45,45,17500,0,0,0,0,0,0,122622801,10665,871.901,0,0,0,1,0,0,0,0,0,0,3,0,3
45,MOVING OUT OF AREA,18,1,1,1,Voice Service,10,N,I,1,1,518200000,122870000,15308661,201962,0,0,0,0,0,0,0,0,0,39919,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,49,80,0,0,0,0,0,0,0,0,0,92,81,114,182,108,94,0,0,0,0,0,0,0,0,0,837.734,303.379,352.184,0,0,0,0,0,0,0,0,0,111,150,123,0,2,ACTIVE,Hispanic,N,N,65.45,0,N,11,N,22,0,54,0,0,1,84,True Rate $45,$55 Music Plan,55,17500,0,1,0,0,0,0,656580623,287,1493.297,0,1,0,0,0,0,0,0,0,0,5,0,1
